Type,pi,Machine,Part,Card_ID,User_ID,Time,Date
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:27,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:30,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:35,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:37,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:41,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:45,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:48,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:36:51,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:37,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:40,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:43,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:46,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:50,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:55,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:37:57,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:03,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:12,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:14,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:17,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:21,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:24,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:29,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:32,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:36,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:39,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:42,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:46,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:50,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:38:55,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:01,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:05,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:10,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:17,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:20,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:25,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:29,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:32,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:36,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:42,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:47,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:50,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:54,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:39:59,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:40:03,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:40:08,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:42:57,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:03,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:11,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:15,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:21,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:25,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:30,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:36,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:40,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:44,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:48,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:43:52,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:01,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:07,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:15,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:19,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:24,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:28,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:32,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:36,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:42,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:46,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:50,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:56,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:44:59,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:03,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:07,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:11,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:17,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:21,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:24,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:31,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:35,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:40,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:44,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:47,2021-03-13
