Type,pi,Machine,Part,User_ID,Time,Date
LOG_ON,counter01,42,9212-03,311,06:32:54,2021-05-20
SHOT,counter01,42,9212-03,311,06:33:16,2021-05-20
SHOT,counter01,42,9212-03,311,06:33:21,2021-05-20
SHOT,counter01,42,9212-03,311,06:33:25,2021-05-20
SHOT,counter01,42,9212-03,311,06:33:29,2021-05-20
SHOT,counter01,42,9212-03,311,06:33:33,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:37,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:39,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:44,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:47,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:51,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:53,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:56,2021-05-20
SHOT,counter01,42,9212-03,311,06:34:59,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:02,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:05,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:08,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:12,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:16,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:19,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:22,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:24,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:28,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:31,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:34,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:37,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:39,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:43,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:46,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:48,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:51,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:54,2021-05-20
SHOT,counter01,42,9212-03,311,06:35:57,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:01,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:03,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:07,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:09,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:12,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:15,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:19,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:22,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:29,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:31,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:34,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:37,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:40,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:43,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:48,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:52,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:56,2021-05-20
SHOT,counter01,42,9212-03,311,06:36:58,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:02,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:05,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:08,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:12,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:15,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:22,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:25,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:28,2021-05-20
SHOT,counter01,42,9212-03,311,06:37:30,2021-05-20
LOG_OFF,counter01,42,9212-03,311,06:37:47,2021-05-20
LOG_ON,counter01,42,9212-03,529,08:21:38,2021-05-20
SHOT,counter01,42,9212-03,529,08:21:47,2021-05-20
SHOT,counter01,42,9212-03,529,08:21:52,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:00,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:04,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:09,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:14,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:26,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:30,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:34,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:37,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:40,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:44,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:47,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:53,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:56,2021-05-20
SHOT,counter01,42,9212-03,529,08:22:59,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:08,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:14,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:19,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:22,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:26,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:29,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:32,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:40,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:43,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:49,2021-05-20
SHOT,counter01,42,9212-03,529,08:23:55,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:01,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:05,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:09,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:20,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:24,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:27,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:33,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:38,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:40,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:43,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:47,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:50,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:53,2021-05-20
SHOT,counter01,42,9212-03,529,08:24:57,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:02,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:15,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:20,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:23,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:27,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:31,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:36,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:39,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:43,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:47,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:50,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:54,2021-05-20
SHOT,counter01,42,9212-03,529,08:25:57,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:01,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:05,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:09,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:13,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:17,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:40,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:45,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:48,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:51,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:54,2021-05-20
SHOT,counter01,42,9212-03,529,08:26:57,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:00,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:05,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:09,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:12,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:15,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:18,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:22,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:26,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:38,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:42,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:45,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:48,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:52,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:56,2021-05-20
SHOT,counter01,42,9212-03,529,08:27:59,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:02,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:06,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:10,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:12,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:16,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:19,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:22,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:27,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:29,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:33,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:41,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:44,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:47,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:51,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:54,2021-05-20
SHOT,counter01,42,9212-03,529,08:28:57,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:02,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:10,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:13,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:16,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:22,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:25,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:29,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:33,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:39,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:42,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:45,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:49,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:52,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:56,2021-05-20
SHOT,counter01,42,9212-03,529,08:29:59,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:02,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:05,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:09,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:16,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:19,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:22,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:25,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:28,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:32,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:40,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:44,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:49,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:52,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:55,2021-05-20
SHOT,counter01,42,9212-03,529,08:30:59,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:04,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:10,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:12,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:16,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:19,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:26,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:31,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:35,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:38,2021-05-20
SHOT,counter01,42,9212-03,529,08:31:41,2021-05-20
LOG_OFF,counter01,42,9212-03,529,08:31:58,2021-05-20
LOG_ON,counter01,42,9212-03,321,11:09:30,2021-05-20
SHOT,counter01,42,9212-03,321,11:10:18,2021-05-20
SHOT,counter01,42,9212-03,321,11:10:24,2021-05-20
SHOT,counter01,42,9212-03,321,11:10:29,2021-05-20
