Type,pi,Machine,Part,User_ID,Time,Date
LOG_ON,counter01,42,9293-01,539,06:35:32,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:06,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:10,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:18,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:22,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:28,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:34,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:39,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:45,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:49,2021-05-10
SHOT,counter01,42,9293-01,539,06:36:55,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:00,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:07,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:12,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:17,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:22,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:27,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:32,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:37,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:43,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:48,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:52,2021-05-10
SHOT,counter01,42,9293-01,539,06:37:56,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:02,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:06,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:11,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:15,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:21,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:28,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:33,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:38,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:44,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:49,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:53,2021-05-10
SHOT,counter01,42,9293-01,539,06:38:57,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:02,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:12,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:16,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:23,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:30,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:37,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:42,2021-05-10
SHOT,counter01,42,9293-01,539,06:39:47,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:24,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:30,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:35,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:39,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:44,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:50,2021-05-10
SHOT,counter01,42,9293-01,539,06:40:57,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:02,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:07,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:13,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:22,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:27,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:31,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:35,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:39,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:45,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:49,2021-05-10
SHOT,counter01,42,9293-01,539,06:41:56,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:02,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:07,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:13,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:18,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:23,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:29,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:34,2021-05-10
SHOT,counter01,42,9293-01,539,06:42:54,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:01,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:05,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:11,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:16,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:20,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:24,2021-05-10
SHOT,counter01,42,9293-01,539,06:43:29,2021-05-10
