Type,pi,Machine,Part,Card_ID,User_ID,Time,Date
LOG_ON,counter01,102,4002345A,294138555920,Test3,08:41:25,2021-03-12
LOG_ON,counter01,102,4002345A,294138555920,Test3,08:41:49,2021-03-12
LOG_ON,counter01,102,4002345A,294138555920,Test3,10:17:38,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:21,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:25,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:29,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:33,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:37,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:40,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:43,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:47,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:50,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:53,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:40:57,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:00,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:03,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:06,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:10,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:13,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:16,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:19,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:22,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:25,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:29,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:32,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:47,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:51,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:54,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:41:57,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:00,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:04,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:07,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:15,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:18,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:22,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:25,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:28,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:31,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:34,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:37,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:41,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:44,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:47,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:51,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:54,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:42:57,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:00,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:03,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:07,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:10,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:13,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:16,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:19,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:22,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:26,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:29,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:32,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:35,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:38,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:42,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:45,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:48,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:51,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:54,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:43:57,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:09,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:12,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:15,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:18,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:27,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:31,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:34,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:38,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:42,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:45,2021-03-12
SHOT,counter01,102,4002345A,294138555920,Test3,10:44:48,2021-03-12
