Type,pi,Machine,Part,User_ID,Time,Date
LOG_ON,pi02,Manual,70006-01-phgX4,465,07:42:09,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:43:57,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:45:41,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:49:06,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:49:07,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:52:37,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:52:38,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:56:26,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:56:27,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:59:25,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,07:59:25,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:03:20,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:03:21,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:06:38,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:06:39,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:10:04,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:10:04,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:13:44,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:13:45,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:17:42,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:17:43,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:21:44,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:21:45,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:25:58,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:25:59,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:29:27,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:29:28,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:33:41,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:33:42,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:38:09,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:38:10,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:41:54,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:41:55,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:45:09,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:45:10,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:48:27,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:48:28,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:51:56,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:51:57,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:56:03,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:56:04,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:59:20,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,08:59:21,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,09:02:53,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,09:02:54,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,465,09:04:36,2021-06-17
LOG_OFF,pi02,Manual,70006-01-phgX4,465,09:04:41,2021-06-17
LOG_ON,pi02,Manual,70006-01-phgX4,557,10:03:22,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:07:13,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:07:53,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:08:54,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:10:33,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:16:10,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:17:00,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:17:45,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:20:03,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:20:59,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:23:00,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:23:50,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:25:57,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:26:48,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:29:15,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:30:08,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:33:04,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:33:40,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:35:56,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:36:49,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:39:56,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:42:34,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:43:25,2021-06-17
SHOT,pi02,Manual,70006-01-phgX4,557,10:46:45,2021-06-17
